person,elements_key,elements_year,elements_city,elements_language_first,elements_format,elements_books,elements_claim_flags,elements_social_flags,non_elements_key,non_elements_year,non_elements_city,non_elements_language_first,non_elements_format,non_elements_subject_family,non_elements_claim_flags,non_elements_social_flags,year_gap,same_city,same_language_first,same_format
Jean Errard,Paris_1629,1629,Paris,FRENCH,4,1–9,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,court_state_service_arena; professional_practical_arena,bib-280,1600,Paris,FRENCH,,Visual/Spatial Arts | Applied Mechanics/Military,,court_state_service_arena; professional_practical_arena,29,1,1,0
Wilhelm Xylander,Basel_1562,1562,Basel,GERMAN,2,1-6,claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,YUHFFF,1591,Heidelberg,LATIN,8,Geometry/Theory | Arithmetic/Commerce | Music,,no_visible_social_arena,29,0,0,0
Denis Henrion,Rouen_1649,1649,Rouen,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,30,0,1,0
Jan Pietersz Dou,Amsterdam_1634,1634,Amsterdam,GERMAN,8,1-6,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,30,0,0,0
Denis Henrion,Rouen_1649,1649,Rouen,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,31,0,1,0
Denis Henrion,Rouen_1649,1649,Rouen,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,31,0,1,0
Denis Henrion,Rouen_1649,1649,Rouen,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,31,0,1,0
Pierre de la Ramée,Paris_1549,1549,Paris,LATIN,8,,claim_ancient_authority_restoration,no_visible_social_arena,bib-128,1580,Basel,LATIN,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,31,0,1,0
Christopher Clavius,Graz_1636,1636,Graz,LATIN,12,1-6,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena,bib-6,1604,Rome,LATIN,,Geometry/Theory,,religious_institutional_arena,32,0,1,0
Denis Henrion,Rouen_1649,1649,Rouen,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-3,1617,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,32,0,1,0
Frans van Schooten,Leiden_1617,1617,Leiden,DUTCH,12,1–15 (enunciations),claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,bib-161,1649,Leiden,LATIN,,Geometry/Theory,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,pedagogical_school_arena; learned_scholarly_arena,32,1,0,0
Giovanni Alfonso Borelli,Rome_1695,1695,Rome,LATIN,12,1-13,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,Bologna_1663,1663,Bologna,ITALIAN,,Geometry/Theory,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration,no_visible_social_arena,32,0,0,0
Jan Pietersz Dou,Rotterdam_1632,1632,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,pedagogical_school_arena; professional_practical_arena; general_public_lovers_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,32,0,1,0
Jan Pietersz Dou,Rotterdam_1632,1632,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,pedagogical_school_arena; professional_practical_arena; general_public_lovers_arena,bib-209,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement,,no_visible_social_arena,32,0,1,0
Jan Pietersz Dou,Rotterdam_1632,1632,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,pedagogical_school_arena; professional_practical_arena; general_public_lovers_arena,bib-210,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,no_visible_social_arena,32,0,1,0
[No named author/editor],s.l_1650,1650,,LATIN,8,1-6,,no_visible_social_arena,ustc-56,1618,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,claim_augmentation_enrichment_composition,no_visible_social_arena,32,0,0,0
Jan Pietersz Dou,Amsterdam_1634,1634,Amsterdam,GERMAN,8,1-6,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,bib-209,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement,,no_visible_social_arena,34,0,0,0
Jan Pietersz Dou,Amsterdam_1634,1634,Amsterdam,GERMAN,8,1-6,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,bib-210,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,no_visible_social_arena,34,0,0,0
Oronce Finé,Paris_1536,1536,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,bib-10,1570,Paris,FRENCH,4,Geometry/Theory | Instruments/Measurement,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,court_state_service_arena; patronage_prestige_arena,34,1,0,0
[No named author/editor],s.l_1650,1650,,LATIN,8,1-6,,no_visible_social_arena,bib-74,1684,London,ENGLISH,,No primary family,,no_visible_social_arena,34,0,0,0
Pierre de la Ramée,Paris_1545,1545,Paris,LATIN,8,1-15,claim_ancient_authority_restoration,no_visible_social_arena,bib-128,1580,Basel,LATIN,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,35,0,1,0
Pierre de la Ramée,Paris_1549,1549,Paris,LATIN,8,,claim_ancient_authority_restoration,no_visible_social_arena,bib-181,1584,Paris,LATIN,,Arithmetic/Commerce,,no_visible_social_arena,35,1,1,0
Denis Henrion,Rouen_1649,1649,Rouen,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-18,1613,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,36,0,1,0
Jan Pietersz Dou,Amsterdam_1700b,1700,Amsterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,general_public_lovers_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,36,0,1,0
Jan Pietersz Dou,Amsterdam_1701,1701,Amsterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,general_public_lovers_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,37,0,1,0
Jacques Peletier,Geneva_1611,1611,Geneva,FRENCH,4,1–6,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,patronage_prestige_arena,bib-17,1573,Paris,FRENCH,,Geometry/Theory,,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,38,0,1,0
Jan Pietersz Dou,Amsterdam_1626,1626,Amsterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,pedagogical_school_arena; professional_practical_arena; general_public_lovers_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,38,0,1,0
Jacques Peletier,Geneva_1611,1611,Geneva,FRENCH,4,1–6,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,patronage_prestige_arena,bib-16,1572,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,39,0,1,0
Pierre de la Ramée,Paris_1545,1545,Paris,LATIN,8,1-15,claim_ancient_authority_restoration,no_visible_social_arena,bib-181,1584,Paris,LATIN,,Arithmetic/Commerce,,no_visible_social_arena,39,1,1,0
[No named author/editor],Basel_1570,1570,Basel,DUTCH,2,,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,C8SLYQ,1531,Simmern,GERMAN,2,Geometry/Theory | Visual/Spatial Arts,claim_visual_material_aids,no_visible_social_arena,39,0,0,1
[No named author/editor],Venice_1491,1491,Venice,LATIN,2,,,no_visible_social_arena,C8SLYQ,1531,Simmern,GERMAN,2,Geometry/Theory | Visual/Spatial Arts,claim_visual_material_aids,no_visible_social_arena,40,0,0,1
Christopher Clavius,Frankfurt_1654,1654,Frankfurt,LATIN,8,1–16,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,TDJC06,1612,Mainz,LATIN,,No primary family,,no_visible_social_arena,42,0,1,0
Oronce Finé,Paris_1544,1544,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,X5YBIB,1586,Paris,FRENCH,4,Geometry/Theory | Instruments/Measurement,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,court_state_service_arena; patronage_prestige_arena,42,1,0,0
Christopher Clavius,Rome_1629,1629,Rome,LATIN,12,1–6,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena,X2T7PY,1586,Rome,LATIN,,Instruments/Measurement,claim_augmentation_enrichment_composition,religious_institutional_arena,43,1,1,0
Christopher Clavius,Rome_1655,1655,Rome,LATIN,12,1–6,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena; learned_scholarly_arena,TDJC06,1612,Mainz,LATIN,,No primary family,,no_visible_social_arena,43,0,1,0
Oronce Finé,Paris_1544,1544,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,bib-45,1587,Venice,ITALIAN,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement | Cosmos/Earth,claim_translation_vernacularization_transfer,pedagogical_school_arena; learned_scholarly_arena,43,0,0,0
Philipp Melanchthon,4ZSED7,1589,Leipzig,LATIN,8,,,no_visible_social_arena,Basel_1546b,1546,Basel,LATIN,,Geometry/Theory,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,43,0,1,0
Niccolò Tartaglia,Venice_1569,1569,Venice,LATIN,8,1-15,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,ustc-31,1613,Paris,FRENCH,,Arithmetic/Commerce,claim_translation_vernacularization_transfer,no_visible_social_arena,44,0,0,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-11,1630,Paris,FRENCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,learned_scholarly_arena,46,0,1,0
Jan Pietersz Dou,Amsterdam_1618,1618,Amsterdam,GERMAN,4,1–6,claim_method_demonstration_order; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,46,0,0,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-11,1630,Paris,FRENCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,learned_scholarly_arena,47,0,1,0
Jan Pietersz Dou,Rotterdam_1647,1647,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids; claim_selection_extraction_abridgment,pedagogical_school_arena; court_state_service_arena; general_public_lovers_arena,bib-209,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement,,no_visible_social_arena,47,0,1,0
Jan Pietersz Dou,Rotterdam_1647,1647,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids; claim_selection_extraction_abridgment,pedagogical_school_arena; court_state_service_arena; general_public_lovers_arena,bib-210,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,no_visible_social_arena,47,0,1,0
